Algorithm,Key_Size,Payload_Size,Sample_Num,Encrypt_Delay_sec
ECC,Level_2,50,20,0.0006688999999369116
ECC,Level_2,50,21,0.0014499999999770807
ECC,Level_2,50,22,0.0011776000001191278
ECC,Level_2,50,23,0.00108330000011847
ECC,Level_2,50,24,0.0014762999999220483
ECC,Level_2,50,25,0.0013513000001239561
ECC,Level_2,50,26,0.0011703999998644576
ECC,Level_2,50,27,0.0008835999999519117
ECC,Level_2,50,28,0.0012538999999378575
ECC,Level_2,50,29,0.0013493999999809603
ECC,Level_2,50,30,0.0012107000000014523
ECC,Level_2,50,31,0.0011735000000498985
ECC,Level_2,50,32,0.0014349999999012653
ECC,Level_2,50,33,0.0012253999998392828
ECC,Level_2,50,34,0.001417499999888605
ECC,Level_2,50,35,0.0006742000000485859
ECC,Level_2,50,36,0.0011610000001383014
ECC,Level_2,50,37,0.0011826999998447718
ECC,Level_2,50,38,0.0006510000000616856
ECC,Level_2,50,39,0.0019718000000921165
ECC,Level_2,50,40,0.0019372999997813167
ECC,Level_2,50,41,0.0018704999999954453
ECC,Level_2,50,42,0.0011488999998618965
ECC,Level_2,50,43,0.001596800000015719
ECC,Level_2,50,44,0.0011941000000206259
ECC,Level_2,50,45,0.0012001000000054773
ECC,Level_2,50,46,0.0007780000000821019
ECC,Level_2,50,47,0.001718299999993178
ECC,Level_2,50,48,0.001278799999909097
ECC,Level_2,50,49,0.0007739000000128726
ECC,Level_2,50,50,0.0013160999999399792
ECC,Level_2,50,51,0.0007742000000234839
ECC,Level_2,50,52,0.0007889999999406427
ECC,Level_2,50,53,0.001168099999858896
ECC,Level_2,50,54,0.0011008999999830849
ECC,Level_2,50,55,0.0018881999999393884
ECC,Level_2,50,56,0.0006286999998792453
ECC,Level_2,50,57,0.001176900000018577
ECC,Level_2,50,58,0.001470100000005914
ECC,Level_2,50,59,0.0019291000000976055
ECC,Level_2,50,60,0.00114409999991949
ECC,Level_2,50,61,0.0013477999998485757
ECC,Level_2,50,62,0.0006775000001653098
ECC,Level_2,50,63,0.0018282000000908738
ECC,Level_2,50,64,0.0007987999999841122
ECC,Level_2,50,65,0.0020993999999063817
ECC,Level_2,50,66,0.0011505999998462357
ECC,Level_2,50,67,0.0017015000000810687
ECC,Level_2,50,68,0.0011922999999569583
ECC,Level_2,50,69,0.0018461999998180545
ECC,Level_2,50,70,0.0018732000000909466
ECC,Level_2,50,71,0.001341099999990547
ECC,Level_2,50,72,0.002043799999910334
ECC,Level_2,50,73,0.0011950000000524597
ECC,Level_2,50,74,0.0023228000000017346
ECC,Level_2,50,75,0.0021644999999352876
ECC,Level_2,50,76,0.0008743000000777101
ECC,Level_2,50,77,0.0008393000000523898
ECC,Level_2,50,78,0.001142200000003868
ECC,Level_2,50,79,0.0011293000000023312
ECC,Level_2,50,80,0.001174100000071121
ECC,Level_2,50,81,0.0011311000000659988
ECC,Level_2,50,82,0.0018803000000389147
ECC,Level_2,50,83,0.001470599999947808
ECC,Level_2,50,84,0.0022017999999661697
ECC,Level_2,50,85,0.001164200000175697
ECC,Level_2,50,86,0.0011357999999290769
ECC,Level_2,50,87,0.0015806000001248321
ECC,Level_2,50,88,0.00214759999994385
ECC,Level_2,50,89,0.0012057999999797175
ECC,Level_2,50,90,0.0012377000000469707
ECC,Level_2,50,91,0.0022564999999303836
ECC,Level_2,50,92,0.0018234000001484674
ECC,Level_2,50,93,0.002125900000010006
ECC,Level_2,50,94,0.001195999999936248
ECC,Level_2,50,95,0.001187300000083269
ECC,Level_2,50,96,0.0022404999999707798
ECC,Level_2,50,97,0.0015550000000530417
ECC,Level_2,50,98,0.0023157000000537664
ECC,Level_2,50,99,0.0006797999999434978
ECC,Level_2,50,100,0.0012819999999464926
ECC,Level_2,100,1,0.0017017000000123517
